track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Fast Car,2M9ro2krNb7nr7HSprkEgo,Tracy Chapman,1,1988,4.0,5.0,82,31.3,71.1,296800,29.2,0.0,4,13.1,-15.523,0,3.7,103.951,4,0.194
Gypsy,19Ym5Sg0YyOCa6ao21bdoG,Fleetwood Mac,1,1988,11.0,21.0,77,1.7000000000000002,62.2,264907,54.0,0.771,5,26.5,-13.99,1,2.6100000000000003,130.879,4,0.847
Where Is My Mind? - Remastered,7wCmS9TTVUcIhRalDYFgPy,Pixies,1,1988,3.0,21.0,80,2.04,51.9,234973,44.1,0.0453,4,7.6,-14.178,1,3.53,81.334,4,0.25
One (Remastered),0LAcM6I7ijW4VVW0aytl1t,Metallica,1,1988,9.0,7.0,72,0.0668,43.8,446146,68.7,8.01,7,42.0,-9.15,1,6.19,103.01,3,0.426
Amore Tossico,44LY3kCH8Veb4u5QmBRW1Y,Moana Pozzi,1,1988,,,69,9.99,79.7,236616,60.7,33.2,10,8.59,-12.309,0,4.18,119.505,4,0.932
Christmas In Hollis,41onDks2UPbyjer5fMeUWf,Run–D.M.C.,1,1988,9.0,16.0,74,0.4629999999999999,81.89999999999999,178613,70.19999999999999,0.0207,11,10.1,-6.129,0,25.1,95.094,4,0.573
I'm Gonna Be (500 Miles),67iAlVNDDdddxqSD2EZhFs,The Proclaimers,1,1988,,,79,15.1,85.1,219467,55.1,0.0,4,8.27,-5.177,1,3.96,131.922,4,0.807
Mother,7txxAtOMwLLnQTpKeBL6bp,Danzig,1,1988,1.0,1.0,75,0.726,36.5,204867,76.3,0.0457,11,8.649999999999999,-9.45,0,5.91,148.366,4,0.342
Straight Outta Compton,6KIKRz9eSTXdNsGUnomdtW,N.W.A.,1,1988,8.0,8.0,74,4.61,83.39999999999999,258688,87.8,0.0,8,33.4,-9.484,1,15.0,102.848,4,0.418
Fuck Tha Police,5n8Aro6j1bEGIy7Tpo7FV7,N.W.A.,1,1988,8.0,8.0,73,1.93,85.9,345717,75.0,0.0,8,5.38,-8.325,0,30.3,98.691,4,0.857
Deeper Than the Holler,3xx0jE52PbtvwXgNaBUdch,Randy Travis,1,1988,7.0,12.0,68,29.0,64.7,219080,48.2,0.0,5,23.200000000000003,-8.591,1,2.62,142.648,4,0.437
Every Rose Has Its Thorn - Remastered 2003,43GS3mtezoIFiuIZCLLiDY,Poison,1,1988,3.0,21.0,73,16.0,53.3,260173,63.7,0.00112,6,36.9,-5.571,1,3.2300000000000004,140.167,4,0.292
Nothin' But A Good Time - Remastered 2006,2V8KvnD5LVeeDChMWEkSzC,Poison,1,1988,3.0,21.0,70,2.02,57.6,224867,97.4,0.0,1,34.8,-2.785,1,8.28,129.088,4,0.531
No More ?'s,7y9yjpRtZajYzVpXHRjwGz,Eazy-E,1,1988,9.0,13.0,72,1.43,93.5,234360,80.5,0.000153,7,29.8,-4.782,1,22.5,105.641,4,0.624
She Drives Me Crazy,4d6eqRtpDX7tydHJGDZUBQ,Fine Young Cannibals,1,1988,1.0,1.0,77,19.3,79.9,215773,68.7,0.0187999999999999,2,3.0700000000000003,-5.682,1,4.31,108.804,4,0.965
Copperhead Road,0VU5k3vCrpqDgUygMjiFYj,Steve Earle,1,1988,1.0,1.0,69,2.13,37.2,269920,58.8,0.0103,7,5.25,-15.493,1,4.109999999999999,162.874,4,0.706
