track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Feliz Navidad,0oPdaY4dXtc3ZsaG17V972,José Feliciano,1,2002,9.0,24.0,86,55.00000000000001,51.3,182067,83.1,0.0,2,33.6,-9.004,1,3.83,148.837,4,0.963
Without Me,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,1,2002,5.0,26.0,91,0.286,90.8,290320,66.9,0.0,7,23.7,-2.827,1,7.380000000000001,112.238,4,0.662
Till I Collapse,4xkOaSrkexMciUUogZKVTS,Eminem & Nate Dogg,2,2002,5.0,26.0,87,6.22,54.8,297787,84.7,0.0,1,8.16,-3.237,1,18.6,171.447,4,0.1
Can't Stop,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,1,2002,7.0,9.0,86,1.79,61.8,269000,93.8,0.0,9,16.7,-3.442,1,4.5600000000000005,91.455,4,0.875
Rock Your Body,1AWQoqb9bSvzTjaLralEkT,Justin Timberlake,1,2002,11.0,4.0,82,20.1,89.2,267267,71.39999999999999,0.0234,4,5.21,-6.055,0,14.099999999999998,100.972,4,0.817
Superman,4woTEX1wYOTGDqNXuavlRC,Eminem & Dina Rae,2,2002,5.0,26.0,87,2.15,80.2,350320,75.5,0.0,4,29.5,-3.138,0,5.64,130.027,4,0.58
This Love,6ECp64rv50XVz93WvxXMGF,Maroon 5,1,2002,,,85,5.25,71.2,206200,86.2,0.0,5,9.3,-4.612,0,3.78,95.051,4,0.809
Santa Baby (with Henri René & His Orchestra),1foCxQtxBweJtZmdxhEHVO,Eartha Kitt & Henri René and His Orchestra,2,2002,,,77,90.2,70.0,206067,13.900000000000002,0.0,8,18.5,-12.346,1,6.069999999999999,84.485,4,0.49
The Scientist,75JFxkI2RXiU7L9VXzMkle,Coldplay,1,2002,8.0,8.0,87,73.1,55.7,309600,44.2,0.00146,5,11.0,-7.224,1,2.43,146.277,4,0.213
Hot In Herre,04KTF78FFg8sOHC1BADqbY,Nelly,1,2002,6.0,25.0,79,20.6,95.6,228240,74.5,0.0,11,6.15,-4.753,0,12.0,107.075,4,0.912
Foolish,6zMUIb4uce1CzpbjR3vMdN,Ashanti,1,2002,1.0,1.0,77,34.7,66.5,227387,69.5,0.0,0,10.6,-5.763,1,5.319999999999999,90.119,4,0.707
Get Low,0r2Bul2NuCViraT2zX1l5j,Lil Jon & The East Side Boyz & Ying Yang Twins,2,2002,10.0,29.0,77,3.01,52.1,334067,62.5,0.0,1,12.1,-7.47,1,6.7,101.019,4,0.136
Headstrong,1AEYT6VxrxXPMoQUxsY0E4,Trapt,1,2002,11.0,5.0,75,0.0172,49.2,285570,89.60000000000001,0.000278,4,18.9,-5.819,0,11.7,184.981,4,0.534
The Red,1gyee1JuFFiP476LQpRMYU,Chevelle,1,2002,,,73,0.0671,50.9,238400,84.3,0.0803,1,34.8,-3.318,0,4.88,140.055,3,0.332
Complicated,5xEM5hIgJ1jjgcEBfpkt2F,Avril Lavigne,1,2002,6.0,4.0,82,5.72,58.5,244507,77.60000000000001,0.000774,5,30.0,-5.898,1,4.590000000000001,77.987,4,0.427
When I'm Gone,3WbphvawbMZ8FyqDxYGdSQ,3 Doors Down,1,2002,11.0,12.0,74,0.385,53.0,260333,76.8,0.0,7,10.3,-5.611,1,2.8400000000000003,148.095,4,0.374
She Will Be Loved - Radio Mix,4llK75pXNWZz6KAho2Gp16,Maroon 5,1,2002,,,83,22.8,65.10000000000001,259453,66.3,0.0,0,9.94,-5.569,0,2.81,102.0,4,0.465
Dilemma,0ARK753YaiJbpLUk7z5yIM,Nelly & Kelly Rowland,2,2002,6.0,25.0,81,22.7,72.7,289160,55.2,0.0164,2,19.8,-8.074,0,14.000000000000002,168.189,4,0.607
The Anthem,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,1,2002,10.0,4.0,76,0.666,49.4,175093,93.9,0.0,1,13.900000000000002,-3.127,1,12.6,177.751,4,0.893
Clocks,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,1,2002,8.0,8.0,84,59.9,57.7,307880,74.9,1.15,5,18.3,-7.215,0,2.79,130.97,4,0.255
Like a Stone,3YuaBvuZqcwN3CEAyyoaei,Audioslave,1,2002,11.0,17.0,80,0.7969999999999999,61.4,293960,56.8,0.0,7,9.97,-5.477,0,2.76,107.849,4,0.516
Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU,Avril Lavigne,1,2002,6.0,4.0,79,0.00679,48.7,204000,90.0,0.0,0,35.8,-4.417,1,4.82,149.937,4,0.484
Here Without You,3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,1,2002,11.0,12.0,79,4.92,55.7,238733,53.3,0.0,10,20.5,-6.817,0,2.52,143.994,4,0.233
Are You That Somebody,3PqAnW2bB5TQnMoBivyFOb,Aaliyah,1,2002,12.0,10.0,73,14.000000000000002,85.0,265667,65.7,1.92,9,9.39,-7.078,0,16.6,137.971,4,0.843
Superstition - Single Version,1h2xVEoJORqrg71HocgqXd,Stevie Wonder,1,2002,10.0,29.0,77,3.8,63.3,245493,63.4,0.64,8,3.85,-12.115,1,7.249999999999999,100.499,4,0.872
