track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
The Middle,6GG73Jik4jUlQCkKg9JuGO,Jimmy Eat World,1,2001,7.0,17.0,84,3.71,64.3,165853,84.89999999999999,0.0,2,5.800000000000001,-5.428,1,5.26,162.152,4,0.903
Chop Suey!,2DlHlPMa4M17kufBvI2lEN,System Of A Down,1,2001,9.0,4.0,86,0.0278,41.7,210240,93.4,0.15,7,13.2,-3.908,0,11.9,127.066,4,0.287
How You Remind Me,0gmbgwZ8iqyMPmXefof8Yf,Nickelback,1,2001,9.0,11.0,84,0.135,44.6,223840,76.4,0.0,10,9.9,-5.042,1,3.3000000000000003,172.094,4,0.543
Island In The Sun,2MLHyLy5z5l5YRp7momlgw,Weezer,1,2001,5.0,15.0,81,0.719,65.4,200307,81.0,0.251,4,16.5,-6.26,0,2.88,114.623,4,0.661
Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,1,2001,4.0,25.0,83,0.0481,58.9,199907,89.0,0.082,4,20.1,-3.719,0,6.03,90.598,4,0.692
Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA,Train,1,2001,3.0,27.0,81,15.3,48.1,259933,63.8,0.0,0,15.4,-5.862,1,2.76,79.064,4,0.497
(There's No Place Like) Home for the Holidays - 1959 Version,2GapxG7BxK55ihQRAlR39e,Perry Como,1,2001,5.0,21.0,77,86.9,53.2,178293,40.1,0.0,5,22.2,-10.629,1,5.25,143.823,4,0.45
Toxicity,0snQkGI5qnAmohLE7jTsTn,System Of A Down,1,2001,9.0,4.0,84,0.0264,41.3,218933,87.3,0.249,8,20.4,-4.151,1,5.36,116.68,3,0.48
Bodies,7CpbhqKUedOIrcvc94p60Y,Drowning Pool,1,2001,1.0,1.0,78,0.347,65.60000000000001,201960,93.2,0.147,4,14.4,-3.405,0,7.08,130.936,4,0.544
One Last Breath,42T2QQv3xgBlpQxaSP7lnK,Creed,1,2001,1.0,1.0,77,0.8410000000000001,38.6,238240,67.7,0.366,2,34.1,-5.83,1,3.46,126.602,4,0.195
Aerials,4e9eGQYsOiBcftrWXwsVco,System Of A Down,1,2001,9.0,4.0,81,0.0915,36.4,235053,92.2,3.46,0,6.97,-4.217,0,5.67,79.342,4,0.227
It's Been Awhile,25CMmGsl22APKhfuj4Tp7j,Staind,1,2001,5.0,22.0,71,0.189,50.9,264707,77.4,0.0549,6,14.3,-4.054,1,3.38,116.529,4,0.0824
Clint Eastwood,7yMiX7n9SBvadzox8T5jzT,Gorillaz,1,2001,,,72,2.53,66.3,340920,69.39999999999999,0.0,10,6.98,-8.627,0,17.1,167.953,4,0.525
What's Luv? (feat. Ja-Rule & Ashanti),2mKouqwAIdQnMP43zxR89r,Fat Joe & Ja Rule & Ashanti,3,2001,12.0,4.0,79,2.19,83.5,267093,70.7,0.00219,8,10.8,-5.074,1,5.98,93.955,4,0.919
Here We Come a-Caroling / We Wish You a Merry Christmas,1Kcy7qSbf6un30zIkxGVew,Perry Como,1,2001,5.0,21.0,73,94.4,57.3,98267,24.6,0.0,8,12.6,-11.543,1,10.5,95.413,3,0.695
First Date,1fJFuvU2ldmeAm5nFIHcPP,blink-182,1,2001,,,78,0.0715,57.9,171533,92.8,0.0,0,18.0,-4.344,1,4.109999999999999,95.594,4,0.882
In Too Deep,1HNE2PX70ztbEl6MLxrpNL,Sum 41,1,2001,1.0,1.0,77,0.0189,56.8,207093,84.39999999999999,0.0,9,6.069999999999999,-5.875,1,5.050000000000001,116.046,4,0.766
Fat Lip,4KacUpvbA3Mfo05gttTjhN,Sum 41,1,2001,1.0,1.0,76,0.0579,40.2,178267,91.4,0.0,9,6.5,-5.215,1,14.2,196.505,4,0.626
She Hates Me,16DhvbuyvJob4Q9GHNYu2n,Puddle Of Mudd,1,2001,8.0,28.0,74,0.935,57.99999999999999,216760,74.8,0.0,4,75.3,-5.433,1,3.2300000000000004,109.781,4,0.584
New Slang - 2021 Remaster,0NslHuacjxQYfUTOW3HCIV,The Shins,1,2001,6.0,19.0,76,75.3,67.0,230867,40.3,9.03,0,8.58,-10.623,1,3.1,129.984,4,0.622
Someday,7hm4HTk9encxT0LYC0J6oI,The Strokes,1,2001,7.0,30.0,69,0.425,53.900000000000006,183440,52.1,0.0,9,36.7,-7.46,1,2.99,106.035,4,0.679
Family Affair,3aw9iWUQ3VrPQltgwvN9Xu,Mary J. Blige,1,2001,8.0,28.0,81,13.2,91.1,265867,55.1,0.0041199999999999,8,8.63,-3.75,0,4.49,92.887,4,0.969
Me Gustas Tu,6b37xrsNCWYIUphFBazqD6,Manu Chao,1,2001,6.0,1.0,83,66.3,65.7,239987,74.1,49.4,11,22.2,-6.822,0,8.25,175.949,4,0.908
Last Nite,3SUusuA9jH1v6PVwtYMbdv,The Strokes,1,2001,7.0,30.0,69,2.21,62.4,193373,89.9,0.0137,0,9.75,-5.709,1,2.96,104.061,4,0.79
Blurry,6lSr3iZTC144PKhvbPFzMp,Puddle Of Mudd,1,2001,1.0,1.0,69,0.8049999999999999,43.1,304000,93.8,0.0,3,13.8,-4.507,0,5.42,157.462,4,0.523
Smooth Criminal,5z6xHjCZr7a7AIcy8sPBKy,Alien Ant Farm,1,2001,1.0,1.0,77,0.316,65.3,209267,96.4,0.512,9,14.4,-4.261,0,5.82,126.928,4,0.87
Fell In Love With a Girl,21Qsj3cMVCx2xF2EVVNbEu,The White Stripes,1,2001,7.0,3.0,75,71.3,35.6,110093,98.2,0.145,4,94.1,-1.574,0,11.2,95.754,4,0.299
Crazy Rap (Colt 45 & 2 Zig Zags),1ACZpHI5vZ5Ea4xGlkdGWM,Afroman,1,2001,8.0,28.0,73,32.5,92.7,328667,36.7,0.0,9,13.2,-7.797,1,38.2,99.053,4,0.576
8 Days of Christmas,7o4HtESXicUqk3oRqngIsS,Destiny's Child,1,2001,10.0,30.0,73,4.93,68.5,209360,80.0,0.0,9,7.99,-1.866,0,20.200000000000003,99.675,4,0.587
My Sacrifice,2VSbEXqs6NbNiZSTcHlIDR,Creed,1,2001,1.0,1.0,75,0.0101,32.0,294600,88.0,0.000431,2,7.6,-6.035,1,5.04,146.349,4,0.257
Click Click Boom,2CGDxXXYbkPOyRXHzQbqkT,Saliva,1,2001,3.0,27.0,71,0.29,60.9,252400,93.5,0.0359,6,18.8,-2.941,1,4.79,95.957,4,0.498
U Got It Bad,7J41dYQolQJEtj3UmKLu5r,USHER,1,2001,8.0,7.0,74,2.27,81.6,247840,50.0,0.000153,1,7.33,-4.551,1,3.0,124.037,4,0.649
Let Me Blow Ya Mind,3RmKpob8xzv1pzHEQrMJah,Eve & Gwen Stefani & Stevie J,3,2001,1.0,1.0,77,24.2,90.8,230133,55.7,0.0,8,7.090000000000001,-4.243,0,10.7,90.032,4,0.897
Wish You Were Here,6KtLECDztnah63TNmV4Plw,Incubus,1,2001,10.0,23.0,73,0.0631,24.6,212733,76.8,30.1,9,10.2,-7.48,1,3.87,169.873,4,0.35
Lady - Hear Me Tonight,49X0LAl6faAusYq02PRAY6,Modjo,1,2001,,,79,0.7929999999999999,72.0,307154,80.80000000000001,2.93,6,6.34,-5.627,1,3.790000000000001,126.041,4,0.869
Sonne,4w3R0GZ2rScJMKlgPJzHRq,Rammstein,1,2001,4.0,2.0,72,0.54,51.0,272440,91.7,0.0133,4,39.6,-4.806,0,8.540000000000001,75.098,4,0.313
One More Time,0DiWol3AO6WpXZgp0goxAV,Daft Punk,1,2001,3.0,12.0,78,1.94,61.3,320357,69.69999999999999,0.0,2,33.2,-8.618,1,13.3,122.746,4,0.476
Can't Get You out of My Head,3E7ZwUMJFqpsDOJzEkBrQ7,Kylie Minogue,1,2001,10.0,1.0,79,2.63,76.6,230640,56.3,68.30000000000001,9,11.5,-7.516,0,3.39,126.007,4,0.964
Sweetness,429IbFR4yp2J81CeTwF5iY,Jimmy Eat World,1,2001,7.0,17.0,70,0.305,48.7,220027,89.8,0.0,5,26.0,-4.436,1,3.8,135.331,4,0.597
Fallin',0KQx6HOpJueiSkztcS0r7D,Alicia Keys,1,2001,6.0,5.0,78,26.3,65.2,210200,60.9,0.101,11,23.3,-7.519,0,3.7,95.986,3,0.482
Picture (feat. Sheryl Crow),69j0KoPJuwpnbGWrfn7Yll,Kid Rock & Sheryl Crow,2,2001,11.0,19.0,70,17.2,69.19999999999999,298960,49.6,0.000642,7,10.7,-7.332,1,2.41,97.945,4,0.376
Schism,55mJleti2WfWEFNFcBduhc,TOOL,1,2001,5.0,15.0,72,0.12,56.7,403533,71.39999999999999,41.7,9,18.6,-8.512,0,3.02,107.441,3,0.191
I Can Only Imagine,1G5S1rEr4L57ftizRHcYDP,MercyMe,1,2001,,,69,9.17,42.0,248253,61.2,0.0,4,9.14,-5.359,1,4.8,159.685,4,0.135
