track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Mr. Brightside,003vvx7Niy0yvhvHt4a68B,The Killers,1,2004,,,88,0.121,35.2,222973,91.1,0.0,1,9.95,-5.23,1,7.470000000000001,148.033,4,0.236
All Falls Down,5SkRLpaGtvYPhw02vZhQQ9,Kanye West & Syleena Johnson,2,2004,2.0,10.0,83,14.9,65.7,223507,73.4,0.0,8,13.900000000000002,-4.832,0,48.4,91.03,4,0.434
Mockingbird,561jH07mF1jHuk7KlaeF0s,Eminem,1,2004,11.0,12.0,90,20.9,63.7,250760,67.80000000000001,0.0,0,15.6,-3.798,1,26.6,84.039,4,0.254
Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,USHER & Lil Jon & Ludacris,3,2004,3.0,23.0,84,1.83,89.4,250373,79.10000000000001,0.0,2,3.88,-4.699,1,11.2,105.018,4,0.583
Somewhere Only We Know,0ll8uFnc0nANY35E0Lfxvg,Keane,1,2004,1.0,1.0,79,7.939999999999999,45.3,236160,65.5,0.000761,9,8.49,-4.22,1,2.59,172.012,4,0.368
Little Saint Nick,75dfH68JDisE8dDaD4KlVY,The Beach Boys,1,2004,,,78,46.400000000000006,54.6,130680,65.5,0.0,6,7.91,-7.015,1,4.5600000000000005,129.385,4,0.961
American Idiot,6nTiIhLmQ3FWhvrGafw2zj,Green Day,1,2004,9.0,21.0,84,0.00264,38.0,176346,98.8,0.00786,1,36.8,-2.042,1,6.39,186.113,4,0.769
Rapp Snitch Knishes feat. Mr. Fantastik,5KUNwkaNf8l5A9sXZhiCgI,MF DOOM,1,2004,11.0,16.0,80,32.7,72.8,172893,83.2,0.0,7,50.4,-6.827,1,26.700000000000003,95.051,4,0.825
Somebody Told Me,6PwjJ58I4t7Mae9xfZ9l9v,The Killers,1,2004,,,82,0.00904,49.7,197200,97.0,0.0674,10,10.1,-4.851,0,8.36,138.081,4,0.689
Duality,61mWefnWQOLf90gepjOCb3,Slipknot,1,2004,,,82,0.0237,35.4,252613,98.2,0.0294,4,20.4,-3.026,0,16.8,143.772,4,0.194
Float On,2lwwrWVKdf3LR9lbbhnr6R,Modest Mouse,1,2004,4.0,5.0,76,1.3,64.9,208467,88.8,0.0002229999999999,6,8.88,-4.807,1,2.93,100.975,4,0.553
Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,Kelly Clarkson,1,2004,1.0,17.0,75,0.165,66.2,188960,74.1,3.03,0,11.4,-5.406,1,3.34,131.0,4,0.404
I'm Not Okay (I Promise),7lRlq939cDG4SzWOF4VAnd,My Chemical Romance,1,2004,6.0,8.0,79,0.602,21.0,186480,94.0,0.0,9,26.9,-3.427,1,12.3,179.722,4,0.255
Take Me Out,20I8RduZC2PWMWTDCZuuAN,Franz Ferdinand,1,2004,2.0,16.0,82,0.0409,27.700000000000003,237027,66.3,0.051,4,13.6,-8.821,0,3.77,104.561,4,0.527
My Boo,68vgtRHr7iZHpzGpon6Jlo,USHER & Alicia Keys,2,2004,3.0,23.0,81,25.7,66.2,223440,50.7,0.0,5,4.65,-8.238,1,11.8,86.412,4,0.676
Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,Kanye West,1,2004,2.0,10.0,78,0.865,57.1,221227,73.9,0.000521,7,15.8,-6.11,1,24.7,83.089,4,0.66
Gasolina,228BxWXUYQPJrJYHDLOHkj,Daddy Yankee,1,2004,7.0,13.0,84,32.2,85.2,192600,79.7,0.000269,0,8.450000000000001,-6.543,1,6.140000000000001,96.008,4,0.741
Helena,5dTHtzHFPyi8TlTtzoz1J9,My Chemical Romance,1,2004,6.0,8.0,79,1.4200000000000002,35.6,204733,96.0,0.0,4,20.9,-3.487,1,10.4,125.921,4,0.0857
Cold,6ZxrUCaynLgKSUudACOTwj,Crossfade,1,2004,4.0,13.0,73,0.00606,45.1,194227,81.5,0.0,2,27.0,-5.55,0,3.68,147.974,4,0.618
"One, Two Step (feat. Missy Elliott)",7uKcScNXuO3MWw6LowBjW1,Ciara & Missy Elliott,2,2004,9.0,27.0,76,4.2,94.4,203787,51.1,0.107,5,3.790000000000001,-10.96,0,16.1,113.046,4,0.842
Slow Jamz,3A4cpTBPaIQdtPFb5JxtaX,Twista & Kanye West & Jamie Foxx,3,2004,2.0,10.0,75,31.4,55.900000000000006,316053,73.3,0.0,2,28.4,-5.659,0,17.1,145.115,4,0.611
Hollaback Girl,0LzrhCZFXW94Y8nwtTuRlw,Gwen Stefani,1,2004,11.0,23.0,72,35.0,92.6,199853,91.6,0.000617,10,2.34,-2.221,0,9.29,110.007,4,0.904
"Lo Que Pasó, Pasó",26QKsGW4hMuwiEE1ftUMHe,Daddy Yankee,1,2004,7.0,13.0,82,10.4,81.89999999999999,210933,74.1,0.0,8,28.3,-6.538,0,4.12,97.014,4,0.84
One Beer,4BnrGx9tWNF8aiXl1UhDBa,MF DOOM,1,2004,11.0,16.0,76,9.96,37.6,258587,71.8,0.332,7,63.3,-6.7,1,24.6,91.115,4,0.615
Unwritten,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,1,2004,8.0,30.0,79,0.584,70.6,259333,80.0,0.0,5,8.219999999999999,-6.333,1,3.99,100.011,4,0.629
Freek-A-Leek,4MeDnO5yA2Zi6IMlVApRci,Petey Pablo,1,2004,,,71,7.439999999999999,75.6,235187,69.1,0.0,2,36.4,-3.718,1,17.8,104.999,4,0.632
Wake Me up When September Ends,3ZffCQKLFLUvYM59XKLbVm,Green Day,1,2004,9.0,21.0,82,2.3,54.6,285653,81.39999999999999,0.0,7,9.72,-5.146,1,3.14,104.98,4,0.146
Before I Forget,6wqJeItl3Vc3az4ZicSQAB,Slipknot,1,2004,,,79,1.77,29.1,278600,97.4,0.000544,6,88.6,-2.997,0,17.1,134.724,4,0.348
Numb / Encore,5sNESr6pQfIhL3krM8CtZn,JAY-Z & Linkin Park,2,2004,11.0,30.0,82,6.03,68.7,205733,79.3,0.0,2,58.2,-4.254,1,16.6,107.045,4,0.751
Call Me,7HKxTNVlkHsfMLhigmhC0I,Blondie,1,2004,1.0,1.0,72,0.0646,55.400000000000006,212227,83.3,0.25,2,7.37,-6.667,0,3.47,142.673,4,0.773
1985,5oQcOu1omDykbIPSdSQQNJ,Bowling For Soup,1,2004,,,72,0.0242,60.6,193000,88.7,0.0,4,33.7,-4.404,1,5.98,119.974,4,0.903
Drop It Like It's Hot,2NBQmPrOEEjA8VbeWOQGxO,Snoop Dogg & Pharrell Williams,2,2004,1.0,1.0,78,19.0,88.8,266067,63.2,0.0,1,10.1,-3.872,1,21.9,91.979,4,0.662
My Band,4XHQyvbrBsQaaBUW1VvmsL,D12,1,2004,1.0,1.0,75,49.7,85.1,298773,84.89999999999999,0.000205,1,11.6,-3.383,0,8.28,120.014,4,0.844
Save a Horse (Ride a Cowboy),5s7m2xNZWgz5FqVSIvJcGA,Big & Rich,1,2004,4.0,20.0,72,10.8,70.0,200307,89.60000000000001,0.0,2,45.3,-2.276,1,19.1,102.065,4,0.817
Scars,1UREw2MCfU0xwBzCAjxlUD,Papa Roach,1,2004,1.0,1.0,71,9.48,38.4,208186,92.1,0.0,11,16.8,-3.334,1,5.5,89.922,4,0.471
Yo Voy (feat. Daddy Yankee),5gflgO9EPbIBf16n5TKnQS,Zion & Lennox,1,2004,5.0,4.0,80,4.1000000000000005,80.80000000000001,232020,69.69999999999999,0.0,10,5.46,-5.899,1,24.1,95.06,4,0.554
Let Me Love You,5WphWTUIfRe7x8NZss79cY,Mario,1,2004,12.0,6.0,70,16.3,62.2,249093,59.3,0.0,7,9.79,-8.352,0,9.16,94.364,4,0.607
Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,Mario,1,2004,9.0,21.0,76,23.5,65.60000000000001,256733,57.8,0.0,7,11.8,-8.97,0,9.22,94.514,4,0.556
Jesus Walks,5g1vtHqi9uV7xtYeCcFOBx,Kanye West,1,2004,2.0,10.0,74,61.4,63.7,193733,83.39999999999999,0.0,3,31.7,-4.686,0,32.300000000000004,87.312,4,0.715
