track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Free Fallin',5tVA6TkbaAH9QMITTQRrNv,Tom Petty,1,1989,1.0,1.0,81,21.2,62.3,256000,44.9,0.0,5,6.13,-13.333,1,2.53,84.383,4,0.572
I Won't Back Down,7gSQv1OHpkIoAdUiRLdmI6,Tom Petty,1,1989,1.0,1.0,78,5.04,76.5,178360,47.6,0.000276,7,16.5,-13.487,1,3.29,114.02,4,0.965
About A Girl,2SHTKB8YYlawTGIuJ2b2ok,Nirvana,1,1989,6.0,1.0,79,0.000513,41.3,168429,87.5,0.058,6,20.9,-7.48,0,3.1,131.951,4,0.575
We Didn't Start the Fire,3Cx4yrFaX8CeHwBMReOWXI,Billy Joel,1,1989,10.0,17.0,77,7.71,71.2,287733,96.7,0.0,7,35.6,-5.206,1,4.7,145.024,4,0.895
Kickstart My Heart,65HA9FsYyA2xro9RzNlNmy,Mötley Crüe,1,1989,9.0,1.0,76,0.123,36.3,282653,98.2,0.218,7,28.4,-3.621,0,30.0,179.23,4,0.275
Wicked Game,7w5AOd6HrDIHewHfpABEss,Chris Isaak,1,1989,6.0,13.0,81,68.0,66.3,289067,29.6,0.8370000000000001,9,8.790000000000001,-18.09,1,2.94,112.306,4,0.359
Love Shack,4W4wYHtsrgDiivRASVOINL,The B-52's,1,1989,6.0,23.0,73,5.44,70.1,320680,80.30000000000001,0.000154,5,70.0,-6.786,0,5.45,133.608,4,0.903
Lovesong - 2010 Remaster,0X5C4WjQNubRysTkHOubz3,The Cure,1,1989,5.0,2.0,67,33.900000000000006,61.1,209573,81.3,89.8,9,22.4,-7.689,0,2.79,140.112,4,0.821
Epic,4ReyTz0y3TGkX48wO3Llot,Faith No More,1,1989,,,72,2.22,35.8,293653,89.3,5.24,4,12.6,-7.486,0,12.0,174.238,4,0.262
Here Comes Your Man,4IvZLDtwBHmBmwgDIUbuwa,Pixies,1,1989,4.0,17.0,73,0.772,66.9,201187,79.5,7.81,2,40.1,-10.865,1,2.85,124.594,4,0.882
Love Buzz,5muVpPu8Fj9fXfDbbqDdrZ,Nirvana,1,1989,6.0,1.0,72,0.0031,47.9,215203,86.5,22.8,5,18.2,-8.281,0,3.39,137.902,4,0.77
La Puerta Negra,5TueyPDnDMPSRdQd7VYooI,Los Tigres Del Norte,1,1989,1.0,1.0,72,31.5,69.8,203587,54.0,0.000225,4,28.8,-8.986,1,3.31,108.101,4,0.969
Bust A Move,3IeCYkdKI55mNMl2o4vX0k,Young MC,1,1989,1.0,1.0,66,5.12,94.6,263914,77.2,0.000226,4,6.12,-7.537,0,12.1,116.972,4,0.743
18 and Life,0qgrrDnUUhyxpxbBznUnzg,Skid Row,1,1989,1.0,24.0,72,0.2299999999999999,46.6,229960,64.8,0.00149,1,11.2,-11.101,0,2.8000000000000003,90.435,4,0.305
Que No Quede Huella,0vqs9bIFJgk6X9LvlatKfp,Bronco,1,1989,1.0,1.0,64,49.4,64.60000000000001,176533,73.2,0.00179,9,11.5,-7.067,0,4.88,78.744,4,0.957
Hey,0p5eZCY0R7uNCZS1YDtIYI,Pixies,1,1989,4.0,17.0,71,0.105,59.0,210907,37.2,0.929,7,31.6,-12.37,1,3.18,99.887,4,0.306
If I Could Turn Back Time,6mYrhCAGWzTdF8QnKuchXM,Cher,1,1989,1.0,1.0,73,24.3,65.8,239827,57.49999999999999,0.0,11,12.2,-10.365,1,2.67,108.329,4,0.504
I Remember You,4ZpXHlV2vQVfPXUvbDSZ92,Skid Row,1,1989,1.0,24.0,71,0.642,34.5,313693,53.1,0.000728,0,14.000000000000002,-12.708,1,3.05,176.302,4,0.49
Love Is A Long Road,4PJEK76V3A1S0XzZJuTWh7,Tom Petty,1,1989,1.0,1.0,75,3.0,63.9,247600,62.1,0.00759,4,8.63,-10.851,1,3.16,116.333,4,0.496
Killin' Time,1jGLlz5SDLRxnq4Tv6ydAQ,Clint Black,1,1989,5.0,2.0,64,38.1,71.1,167933,49.1,0.000912,7,24.9,-10.323,1,2.95,121.294,4,0.671
Right Here Waiting,4LFwNJWoj74Yd71fIr1W8x,Richard Marx,1,1989,1.0,1.0,78,80.0,39.5,264333,25.2,0.0,0,10.1,-13.589,1,3.01,177.679,4,0.126
Poison,5XcZRgJv3zMhTqCyESjQrF,Alice Cooper,1,1989,7.0,25.0,75,3.27,28.000000000000004,270080,90.8,0.000885,2,18.0,-5.509,0,10.9,118.698,4,0.26
Dr. Feelgood (2021- Remaster),35Aj3CGTmWkjGr4bjYmkk5,Mötley Crüe,1,1989,9.0,1.0,67,0.0861,53.3,289972,96.4,1.69,2,23.3,-4.816,1,7.06,110.959,4,0.36
Black Velvet,1KU5EHSz04JhGg3rReGJ0N,Alannah Myles,1,1989,3.0,14.0,74,27.3,75.4,287440,36.6,0.00904,8,10.6,-10.07,1,3.12,91.147,4,0.469
Simple Man,4O7sDupv5V7qEBk96qOZyi,The Charlie Daniels Band,1,1989,10.0,17.0,63,65.4,59.2,202507,38.3,0.0,9,9.82,-13.076,1,4.94,78.954,4,0.485
Closer to Fine,7rKyITVLEwldhdXIy7P6Vw,Indigo Girls,1,1989,,,64,36.8,54.0,241600,67.7,0.0,9,22.4,-6.349,1,2.86,98.339,4,0.748
Higher Ground - Remastered 2003,5arVt2Wg0zbiWwAOZef2Nl,Red Hot Chili Peppers,1,1989,8.0,16.0,70,0.1399999999999999,47.6,202053,97.9,0.729,4,9.44,-3.506,0,13.2,140.404,4,0.416
Youth Gone Wild,1jF5Id0OPFU1Mae8BEUF5u,Skid Row,1,1989,1.0,24.0,66,0.202,53.6,198907,72.0,0.0127,7,35.7,-11.277,0,4.36,117.367,4,0.633
I'm Over You,6rjNi6lCftSfzMdlHmvZok,Keith Whitley,1,1989,7.0,1.0,61,68.0,76.6,183347,33.6,0.357,4,25.1,-15.641,1,2.91,106.053,4,0.487
Waiting Room,2DBlfjL5chsdeULzhTp5K8,Fugazi,1,1989,9.0,1.0,65,0.473,61.8,173267,71.6,82.19999999999999,6,17.9,-8.224,0,3.67,92.174,4,0.545
Another Day in Paradise - 2016 Remaster,1NCuYqMc8hKMb4cpNTcJbD,Phil Collins,1,1989,11.0,20.0,78,73.6,78.0,322133,56.49999999999999,0.269,3,6.3,-7.32,0,3.06,101.967,4,0.365
Personal Jesus - Original Single Version,1xShPgQbOUa98avWJQFDBY,Depeche Mode & Francois Kevorkian,2,1989,,,62,1.12,63.7,224907,68.2,2.34,11,4.73,-11.625,1,3.66,129.983,4,0.714
Head Like A Hole,3ckd4YA4LcD3j50rfIVwUe,Nine Inch Nails,1,1989,10.0,20.0,63,0.848,66.60000000000001,299680,79.80000000000001,0.186,9,58.5,-11.26,1,4.77,115.382,4,0.442
A Qué Le Tiramos,4Ic0MrnJyQE34VFBKwM3I7,Bronco,1,1989,1.0,2.0,70,42.1,51.9,186787,49.4,0.0,6,10.7,-12.009,0,3.87,148.592,4,0.658
Monkey Gone to Heaven,6BT7qiDY4A5tOyklohjQuW,Pixies,1,1989,4.0,17.0,67,0.418,65.4,175333,39.0,0.69,6,27.1,-10.638,0,3.0700000000000003,116.572,4,0.566
Sacrifice,0e3yhVeNaTfKIWQRw9U9sY,Elton John,1,1989,8.0,29.0,77,1.65,75.6,304133,42.2,0.183,11,3.68,-12.967,0,2.92,112.751,4,0.487
You Got It,6r20M5DWYdIoCDmDViBxuz,Roy Orbison,1,1989,,,73,59.6,64.9,210267,61.8,0.000146,9,19.2,-10.728,1,2.65,114.688,4,0.667
Pump Up The Jam,21qnJAMtzC6S5SESuqQLEK,Technotronic,1,1989,11.0,28.0,71,1.47,88.5,320307,84.39999999999999,0.000449,10,4.94,-9.225,0,7.33,124.602,4,0.715
Back To Life,7vvRkLPIvfjjmCIqNxBuEZ,Soul II Soul & Caron Wheeler,2,1989,1.0,1.0,67,5.15,81.69999999999999,228267,48.4,0.0213,7,3.91,-11.659,1,14.3,100.978,4,0.671
Sin Él,4vwNVm3Jrdj7G9w5XJX4x3,Marisela,1,1989,,,73,73.3,56.89999999999999,215627,25.9,0.00962,6,9.05,-15.971,1,3.45,141.521,4,0.323
The Best,6pPWRBubXOBAHnjl5ZIujB,Tina Turner,1,1989,9.0,13.0,73,10.8,66.2,329800,73.7,1.91,0,11.9,-9.54,1,2.96,103.867,4,0.744
Runnin' Down A Dream,4AiMaeCXwsldpwvA5wu5gM,Tom Petty,1,1989,1.0,1.0,63,0.045,45.1,292000,89.0,16.7,9,49.5,-12.737,1,4.35,169.934,4,0.412
Wave Of Mutilation,51Z2IzJvLCnZaIpBV0IYRr,Pixies,1,1989,4.0,17.0,64,0.0135,58.7,123907,81.10000000000001,47.2,5,9.01,-10.824,1,3.28,132.727,4,0.75
Lullaby - 2010 Remaster,4d4oXk7O2lEhZ83ivV93li,The Cure,1,1989,5.0,2.0,59,18.5,71.8,249880,55.7,70.7,9,5.5,-10.679,1,3.28,94.095,4,0.586
Yer So Bad,2ZS3jFe6p8UoVyrY5jWBlF,Tom Petty,1,1989,1.0,1.0,61,0.771,56.89999999999999,185667,55.00000000000001,0.0,7,17.9,-12.859,1,2.75,90.454,4,0.746
If You Don't Know Me by Now - 2008 Remaster,7DFawVSjI88xR9mjnWwURg,Simply Red,1,1989,,,75,49.2,63.8,204000,35.2,0.0,10,10.5,-9.266,1,2.68,94.173,3,0.204
