track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Sure Thing,0JXXNGljqupsJaZsgSbMZV,Miguel,1,2010,11.0,26.0,90,2.67,68.4,195373,60.7,0.0306999999999999,11,19.1,-8.127,0,10.0,81.001,4,0.498
Runaway,3DK6m7It6Pw857FcQftMds,Kanye West & Pusha T,2,2010,11.0,22.0,87,21.9,37.4,547733,56.8,0.219,1,51.3,-3.825,0,10.9,84.733,4,0.111
Happy Xmas (War Is Over) - Remastered 2010,27RYrbL6S02LNVhDWVl38b,John Lennon & Yoko Ono,2,2010,10.0,5.0,89,28.000000000000004,32.1,214333,64.0,0.0,2,71.8,-10.023,1,3.24,146.172,3,0.414
Girl With The Tattoo Enter.lewd,1eUGmzzvahJjOSWgDHuRlv,Miguel,1,2010,11.0,26.0,83,85.6,37.2,102813,23.9,0.0174999999999999,6,16.8,-11.314,0,2.96,113.451,4,0.127
The Spins,7FAFkQQZFeNwOFzTrSDFIh,Mac Miller & Empire of the Sun,2,2010,8.0,13.0,83,1.35,79.4,195873,76.6,0.0,9,7.85,-3.894,0,3.77,127.006,4,0.55
Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,1,2010,10.0,5.0,87,1.34,63.5,220734,84.1,0.0,5,6.22,-5.379,1,4.22,109.021,4,0.424
Duvet,42qNWdLKCI41S4uzfamhFM,bôa,1,2010,4.0,20.0,84,19.1,58.3,203600,88.8,0.00458,11,9.36,-9.414,0,3.49,93.206,4,0.706
Devil In A New Dress,1UGD3lW3tDmgZfAVDh6w7r,Kanye West & Rick Ross,2,2010,11.0,22.0,82,1.7500000000000002,43.5,351947,76.0,0.0,8,15.8,-4.935,0,7.21,80.082,4,0.206
No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,Waka Flocka Flame & Roscoe Dash & Wale,3,2010,10.0,1.0,79,0.544,76.0,263773,59.5,0.0,1,24.1,-6.366,1,3.91,131.497,4,0.361
Talking to the Moon,161DnLWsx1i3u1JT05lzqU,Bruno Mars,1,2010,10.0,5.0,85,51.1,49.8,217867,59.0,0.0,1,10.7,-4.721,0,3.2,145.867,4,0.0784
Grenade,2tJulUYLDKOg9XrtVkMgcJ,Bruno Mars,1,2010,10.0,5.0,80,14.8,70.39999999999999,222091,55.8,0.0,2,10.7,-7.273,0,5.42,110.444,4,0.245
Super Bass,3hlksXnvbKogFdPbpO9vel,Nicki Minaj,1,2010,11.0,22.0,82,27.1,72.3,200013,86.0,0.000456,11,59.8,-4.357,1,20.3,126.979,4,0.667
Je te laisserai des mots,0V5cvmTKsYmF5FmGGEAfmS,Patrick Watson,1,2010,9.0,10.0,86,98.9,30.3,160853,18.7,48.9,2,10.1,-16.757,1,3.56,132.731,4,0.213
Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,Eminem & Rihanna,2,2010,6.0,18.0,88,24.1,74.9,263373,92.5,0.0,10,52.0,-5.034,1,22.7,86.989,4,0.641
Last Friday Night (T.G.I.F.),3avYqdwHKEq8beXbeWCKqJ,Katy Perry,1,2010,1.0,1.0,77,0.125,65.2,230733,81.2,0.00301,3,66.7,-3.797,0,4.09,126.023,4,0.72
I Can't Handle Change,0I1eFRytp4XRhLCjT6tZm7,Roar,1,2010,3.0,14.0,82,4.47,24.7,198213,43.8,0.0867,5,11.1,-8.478,1,3.58,185.711,3,0.39
"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,Train,1,2010,12.0,1.0,85,18.5,67.30000000000001,216773,88.6,0.0,1,8.260000000000002,-4.44,0,4.31,97.012,4,0.795
Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,Rihanna,1,2010,1.0,1.0,85,11.2,78.9,235493,70.6,0.00171,11,5.86,-4.233,0,4.29,125.911,4,0.638
All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,Kanye West,1,2010,11.0,22.0,81,7.960000000000001,53.1,299613,80.30000000000001,0.00171,1,17.599999999999998,-3.284,1,7.17,142.113,4,0.221
TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,Kesha,1,2010,1.0,1.0,84,9.91,75.5,199693,83.7,0.0,2,28.9,-2.718,0,14.2,120.028,4,0.714
Teenage Dream,5jzKL4BDMClWqRguW5qZvh,Katy Perry,1,2010,1.0,1.0,76,1.62,71.89999999999999,227741,79.80000000000001,0.000234,10,13.4,-4.582,1,3.61,120.011,4,0.591
Where'd All the Time Go?,0UV5zxRMz6AO4ZwUOZNIKI,Dr. Dog,1,2010,11.0,2.0,80,13.2,45.4,234800,82.0,0.0969,2,11.5,-4.193,1,5.67,166.303,4,0.575
S&M,7ySUcLPVX7KudhnmNcgY2D,Rihanna,1,2010,1.0,1.0,83,1.05,76.9,243600,68.4,0.0125,1,8.870000000000001,-5.019,1,4.109999999999999,127.972,4,0.835
POWER,2gZUPNdnz5Y45eiGxpHGSc,Kanye West,1,2010,11.0,22.0,81,1.61,54.2,292093,91.4,0.0,0,74.4,-4.747,0,11.3,153.993,4,0.576
DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,USHER & Pitbull,2,2010,3.0,30.0,82,3.38,66.3,220800,86.1,0.0,7,8.200000000000001,-3.398,0,10.9,119.963,4,0.654
What You Know,3GBApU0NuzH4hKZq4NOSdA,Two Door Cinema Club,1,2010,2.0,17.0,76,0.073,56.3,191707,73.9,0.00145,6,8.219999999999999,-4.239,0,4.16,139.0,4,0.775
Fancy,3fpTMuD1u3gJlVI4FadVHs,Drake & T.I. & Swizz Beatz,3,2010,1.0,1.0,74,33.2,53.0,319387,88.4,0.000198,0,35.5,-5.581,0,45.7,87.194,4,0.28
Baby,6epn3r7S14KUqlReYr77hA,Justin Bieber & Ludacris,2,2010,1.0,1.0,84,4.01,72.8,214240,85.9,0.0,5,11.1,-5.237,0,13.7,65.043,4,0.535
Marry You,22PMfvdz35fFKYnJyMn077,Bruno Mars,1,2010,10.0,5.0,78,33.2,62.1,230192,82.0,0.0,10,10.4,-4.865,1,3.67,144.905,4,0.452
Knee Deep (feat. Jimmy Buffett),60IGhnH20N82dNxKnc8jDd,Zac Brown Band & Jimmy Buffett,2,2010,9.0,20.0,75,43.2,71.5,203173,58.4,0.000141,8,9.5,-8.231,1,2.96,90.99,4,0.609
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7LcfRTgAVTs5pQGEQgUEzN,Maroon 5 & Christina Aguilera,2,2010,,,74,1.11,72.2,201160,75.8,0.0,11,30.8,-4.477,0,4.71,128.047,4,0.62
Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,Don Omar & Lucenzo,2,2010,1.0,1.0,81,8.459999999999999,40.0,198773,91.5,0.0,0,5.029999999999999,-4.89,1,28.000000000000004,88.917,3,0.878
Mr. Rager,2ncLdwTd8qzkxiJjlbiOgC,Kid Cudi,1,2010,1.0,1.0,73,38.0,67.5,294213,73.4,89.5,7,14.099999999999998,-8.659,1,2.65,101.998,4,0.533
California Gurls,6KOEK6SeCEZOQkLj5M1PxH,Katy Perry & Snoop Dogg,2,2010,1.0,1.0,74,0.38,78.8,234653,75.3,0.0,0,18.0,-3.71,1,5.36,125.005,4,0.403
All I Want Is You (feat. J. Cole),5VA4Ispp52EA1sOqzMz3Av,Miguel & J. Cole,2,2010,11.0,26.0,76,7.28,77.60000000000001,295920,60.3,0.00625,5,11.1,-5.696,1,3.43,96.888,4,0.921
Es un Secreto,7JwdbqIpiuWvGbRryKSuBz,Plan B,1,2010,7.0,20.0,72,10.6,84.1,190560,78.3,0.000249,6,5.28,-4.915,0,4.32,94.989,4,0.514
Not Afraid,7Ie9W94M7OjPoZVV216Xus,Eminem,1,2010,6.0,18.0,83,52.900000000000006,85.5,248133,95.4,0.0,0,20.5,-1.19,0,26.4,114.635,5,0.668
Raise Your Glass,1gv4xPanImH17bKZ9rOveR,P!nk,1,2010,10.0,5.0,80,0.48,70.0,202960,70.89999999999999,0.0,7,2.9000000000000004,-5.006,1,8.38,122.019,4,0.624
