track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,Lord Huron,1,2015,4.0,7.0,83,96.9,54.50000000000001,208212,36.6,26.700000000000003,2,64.1,-9.51,1,3.78,86.997,3,0.1
Space Song,7H0ya83CMmgFcOhw0UB6ow,Beach House,1,2015,8.0,28.0,82,22.9,50.8,320467,79.2,12.4,0,14.499999999999998,-7.311,0,2.97,147.067,4,0.601
Don't,3pXF1nA74528Edde4of9CC,Bryson Tiller,1,2015,10.0,2.0,85,22.3,76.5,198293,35.6,0.0,11,9.63,-5.556,0,19.5,96.991,4,0.189
Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,1,2015,5.0,4.0,84,20.5,39.2,293293,37.0,0.96,9,8.21,-10.888,1,2.98,48.718,4,0.512
Star Shopping,6Ox1rvlwEpB49drasQm6RF,Lil Peep,1,2015,,,86,9.46,53.8,142000,47.1,1.85,4,11.6,-9.84,0,9.55,93.07,4,0.307
C U Girl,6FBzhcfgGacfXF3AmtfEaX,Steve Lacy,1,2015,2.0,15.0,84,66.3,41.4,129698,47.3,5.23,11,12.8,-8.911,0,11.6,100.0,4,0.409
The Hills,7fBv7CLKzipRk6EC6TWHOB,The Weeknd,1,2015,8.0,28.0,88,6.710000000000001,58.5,242253,56.39999999999999,0.0,0,13.5,-7.063,0,5.15,113.003,4,0.137
The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,Tame Impala,1,2015,7.0,17.0,87,1.15,64.0,216320,74.0,0.6779999999999999,4,16.7,-4.083,1,2.8400000000000003,116.879,4,0.785
Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,1,2015,10.0,30.0,87,6.78,58.8,260173,52.1,14.9,10,12.3,-9.461,1,3.29,85.012,4,0.337
Need 2,3kQfBtkQqgN1fAMfhks8TU,Pinegrove,1,2015,10.0,15.0,82,0.994,55.2,191797,63.4,20.200000000000003,1,7.979999999999999,-8.302,0,2.6100000000000003,76.557,4,0.213
Exchange,43PuMrRfbyyuz4QpZ3oAwN,Bryson Tiller,1,2015,10.0,2.0,82,10.7,52.5,194613,43.3,0.0,6,13.5,-10.598,1,18.5,160.108,4,0.276
Spin You Around,1yj1ZztSGITJ5Nf4mfH92c,Morgan Wallen,1,2015,8.0,24.0,80,0.147,51.7,212850,87.7,0.0,4,20.8,-3.621,1,2.97,150.004,4,0.616
90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,Travis Scott & Kacy Hill,2,2015,9.0,4.0,82,11.3,40.2,339067,52.6,0.000833,9,10.5,-6.741,0,9.04,81.404,4,0.312
Kill Yourself (Part III),0kEZlJh4mK1QRfb3CT5LPk,$uicideboy$,1,2015,9.0,21.0,81,32.6,75.3,145078,68.0,0.00415,5,42.3,-7.092,0,3.49,105.977,4,0.192
Alright,3iVcZ5G6tvkXZkZKlMpIUs,Kendrick Lamar,1,2015,3.0,16.0,82,7.42,79.60000000000001,219333,76.6,0.0,7,8.27,-5.974,1,23.8,110.034,4,0.558
Alien Blues,11iIikXxC6NP0Ma8vMD27x,Vundabar,1,2015,7.0,24.0,83,8.07,46.7,155933,75.7,90.8,3,8.76,-5.093,1,3.3000000000000003,82.282,4,0.433
Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,1,2015,5.0,15.0,89,4.62,73.4,202333,63.7,0.00229,4,6.02,-5.677,0,14.099999999999998,169.977,4,0.648
Paris,6tO5bxNnMuh1c3cziSpecA,$uicideboy$,1,2015,11.0,20.0,80,7.06,84.89999999999999,111020,64.8,0.636,7,9.84,-6.188,1,8.35,106.058,4,0.195
Melting,2kSb3wYSOV996xA2NSmpck,Kali Uchis,1,2015,2.0,4.0,84,17.9,57.4,208854,47.9,8.03,8,10.6,-7.776,1,3.55,115.263,4,0.303
Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,Mac Miller & Miguel,2,2015,9.0,18.0,80,47.0,84.3,208080,43.5,0.0,8,14.7,-8.442,1,17.8,120.058,4,0.19
Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,Bryson Tiller,1,2015,10.0,2.0,80,34.5,54.3,249320,44.9,0.0,1,15.7,-8.065,1,4.63,132.609,4,0.29
Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,1,2015,10.0,16.0,83,0.543,61.1,218107,79.7,0.1369999999999999,6,26.0,-7.627,0,5.33,120.041,4,0.518
"New Person, Same Old Mistakes",52ojopYMUzeNcudsoz7O9D,Tame Impala,1,2015,7.0,17.0,82,27.200000000000003,47.0,363240,80.9,0.6709999999999999,8,4.91,-6.74,1,4.95,151.836,4,0.49
No Flockin',34oWbFBfGEElvgO0a5c9V4,Kodak Black,1,2015,11.0,13.0,76,6.73,94.3,165291,59.5,0.0,5,8.39,-8.372,0,19.1,117.532,4,0.815
Let Em' Know,5QDGKcQLqOJvoiu8eScEaM,Bryson Tiller,1,2015,10.0,2.0,78,3.36,48.9,261880,40.6,0.0,9,34.4,-11.44,1,23.200000000000003,110.551,4,0.178
Runnin' Thru the 7th with My Woadies,1tm7c4V0kqLiN0XPVnoUcT,$uicideboy$ & Pouya,2,2015,9.0,15.0,77,6.5600000000000005,68.60000000000001,205766,62.1,0.0221,11,13.900000000000002,-7.243,1,18.7,112.082,4,0.187
Can't Feel My Face,22VdIZQfgXJea34mQxlt81,The Weeknd,1,2015,8.0,28.0,85,11.3,70.5,213520,76.9,0.0,9,10.5,-5.526,0,4.25,107.949,4,0.583
Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,WILLOW,1,2015,1.0,11.0,82,3.71,76.4,196520,70.5,0.00194,3,9.43,-5.279,0,2.78,101.003,4,0.672
This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,Rae Sremmurd,1,2015,1.0,6.0,80,29.1,73.2,206307,69.0,0.0,0,11.6,-4.992,0,13.4,143.072,4,0.758
"Mary, Did You Know?",4z8sz6E4YyFuEkv5o7IJni,Pentatonix,1,2015,10.0,30.0,78,30.2,49.7,203373,31.2,0.0,11,9.68,-9.088,0,2.69,105.036,4,0.177
oui,0PJIbOdMs3bd5AT8liULMQ,Jeremih,1,2015,12.0,4.0,78,21.3,41.8,238320,72.39999999999999,0.0,5,11.2,-3.724,1,9.64,78.521,5,0.604
Trap Queen,2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,1,2015,9.0,25.0,77,2.44,74.6,222093,87.3,0.0,7,35.4,-3.803,1,12.8,148.075,4,0.817
Jungle,7JXZq0JgG2zTrSOAgY8VMC,Drake,1,2015,2.0,12.0,78,62.0,69.69999999999999,320400,23.5,0.0144,7,10.7,-8.651,1,5.34,99.947,4,0.378
Sleeping on the Blacktop,6fhgO6p9DsTyHqPctyzDkV,Colter Wall,1,2015,6.0,2.0,76,82.39999999999999,58.3,192480,30.9,20.7,2,11.0,-14.509,0,4.5,82.789,4,0.473
My Flaws Burn Through My Skin Like Demonic Flames from Hell,6QFQqqYye5lAcnhCALvxKJ,$uicideboy$,1,2015,8.0,1.0,77,0.4479999999999999,78.0,167680,74.8,0.0546,11,11.5,-7.394,0,3.52,125.98,4,0.0663
I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,Big Sean & E-40,2,2015,2.0,24.0,77,3.62,82.39999999999999,284387,73.3,0.0,1,32.5,-5.474,1,6.13,97.972,4,0.395
Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,Thomas Rhett,1,2015,1.0,1.0,76,41.8,59.5,227427,38.9,0.000139,2,11.6,-9.245,1,3.49,166.052,4,0.4
Parachute,5jROdl6MhcmP3O7h2sVgtw,Chris Stapleton,1,2015,5.0,4.0,76,0.967,64.2,253200,76.2,0.00572,6,18.2,-7.411,1,2.96,113.038,4,0.605
