track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",6s2wpWPFPAgKg2LXxi1Oee,Bruce Springsteen,1,1981,,,84,36.2,35.7,267600,66.8,0.000137,0,72.7,-8.444,1,4.79,139.986,4,0.407
Jessie's Girl,5RsUlxLto4NZbhJpqJbHfN,Rick Springfield,1,1981,3.0,13.0,73,16.5,72.7,194120,83.39999999999999,0.0,2,10.5,-5.851,1,4.96,131.7,4,0.816
Tainted Love,0cGG2EouYCEEC3xfa0tDFV,Soft Cell,1,1981,,,83,46.2,50.0,153800,50.1,0.0,0,26.0,-8.284,0,3.76,144.438,4,0.623
Start Me Up - Remastered 2009,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,1,1981,8.0,24.0,81,4.36,63.1,213067,93.2,13.7,5,9.18,-4.142,1,3.54,122.429,4,0.971
I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & the Blackhearts,1,1981,11.0,18.0,80,32.6,53.5,175173,71.6,0.0,4,65.9,-5.025,1,4.31,94.379,4,0.901
Tom Sawyer,3QZ7uX97s82HFYSmQUAN1D,Rush,1,1981,2.0,12.0,72,0.145,53.6,276880,90.1,1.86,9,6.0,-7.211,1,3.74,87.559,4,0.666
In The Air Tonight - 2015 Remastered,18AXbzPzBS8Y3AkgSxzJPb,Phil Collins,1,1981,1.0,1.0,79,55.1,44.6,336453,23.9,0.00041,0,6.97,-13.945,1,3.16,189.507,4,0.298
Let's Groove,3koCCeSaVUyrRo3N2gHrd8,"Earth, Wind & Fire",1,1981,11.0,14.0,78,12.1,86.9,339320,64.8,0.00217,11,12.6,-8.698,0,6.329999999999999,125.035,4,0.9
Every Little Thing She Does Is Magic,44aTAUBF0g6sMkMNE8I5kd,The Police,1,1981,10.0,2.0,78,12.1,55.8,260573,76.8,6.260000000000001,2,12.4,-9.997,1,3.43,81.909,4,0.429
Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,The Human League,1,1981,,,79,18.4,73.1,236920,73.8,0.0,9,21.4,-8.125,0,3.77,117.656,4,0.958
Juke Box Hero,00qOE7OjRl0BpYiCiweZB2,Foreigner,1,1981,,,71,8.28,35.7,259800,65.3,0.0,9,8.44,-5.554,1,6.54,176.647,4,0.522
Down Under,3ZZq9396zv8pcn5GYVhxUi,Men At Work,1,1981,11.0,9.0,77,12.9,73.9,222320,45.9,1.94,11,4.74,-14.42,0,2.94,107.115,4,0.892
Edge of Seventeen - 2016 Remaster,7L3b6iaVhDVjfo52Hbvh9Z,Stevie Nicks,1,1981,7.0,27.0,74,32.7,59.1,329413,80.4,0.000598,0,8.18,-7.299,1,4.54,111.457,4,0.658
Super Freak,2dCmGcEOQrMQhMMS8Vj7Ca,Rick James,1,1981,4.0,7.0,75,22.0,83.8,205467,79.4,0.0,9,5.75,-8.245,0,5.3100000000000005,132.446,4,0.962
Centerfold,1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band,1,1981,,,72,24.9,65.3,216533,67.7,0.0,0,40.3,-12.244,1,3.96,114.37,4,0.888
Burnin' for You,3fkPMWQ6cBNBLuFcPyMS8s,Blue Öyster Cult,1,1981,10.0,23.0,69,10.6,53.2,271000,72.8,1.08,9,8.49,-9.079,0,3.52,134.303,4,0.69
Never Too Much,3nFJbZCHP4d9vduKjJLdBL,Luther Vandross,1,1981,7.0,23.0,74,12.5,73.4,230467,58.6,0.0,2,3.67,-11.866,1,12.9,109.933,4,0.762
The Stroke - Remastered 2010,52KvuGmgcgRdrLMXOtda0E,Billy Squier,1,1981,,,69,62.0,67.0,217613,59.1,0.0,7,37.3,-6.012,1,6.460000000000001,91.439,4,0.8
A Country Boy Can Survive,77dcKrzRUI02XjHd2okARp,"Hank Williams, Jr.",1,1981,,,67,14.4,68.8,255000,45.9,0.0,7,8.16,-9.353,1,3.65,75.184,4,0.493
Bette Davis Eyes,0odIT9B9BvOCnXfS0e4lB5,Kim Carnes,1,1981,1.0,1.0,80,2.04,67.5,228000,64.9,0.0,5,9.59,-10.271,1,3.19,116.624,4,0.596
Private Eyes,5HQ639Z3ms3hnZx0KfWnkp,Daryl Hall & John Oates,1,1981,,,69,40.9,85.0,217200,93.8,0.0346,9,5.82,-6.889,0,4.15,120.826,4,0.84
Who Can It Be Now?,5rfJ2Bq2PEL8yBjZLzouEu,Men At Work,1,1981,11.0,9.0,75,6.2700000000000005,80.5,201293,47.9,0.0143,4,10.4,-14.734,1,4.36,128.411,4,0.962
Waiting for a Girl like You,2OgVsp77En2nju8pnCieVU,Foreigner,1,1981,,,75,31.0,33.0,292067,46.9,0.00023,10,4.02,-9.286,0,3.35,201.327,4,0.433
Limelight,0K6yUnIKNsFtfIpTgGtcHm,Rush,1,1981,2.0,12.0,67,0.197,58.1,259840,85.39999999999999,0.13,1,11.1,-8.485,0,4.279999999999999,131.18,4,0.788
Weatherman,0XqB5gOpCdI9vV3MhKQyyX,"Hank Williams, Jr.",1,1981,,,65,15.2,70.0,219733,38.6,0.0474,9,8.780000000000001,-15.559,1,3.11,118.637,4,0.363
Working for the Weekend,35k31HZI4z9PbBOioaI4dZ,Loverboy,1,1981,,,69,2.49,51.5,221000,76.6,0.103,7,45.5,-12.768,1,3.43,146.911,4,0.774
Lonely Is The Night - Remastered 2010,28eg5bkYvIHT7HPmzZFwLN,Billy Squier,1,1981,,,66,20.9,34.7,281453,80.30000000000001,0.0004359999999999,9,11.6,-4.923,1,4.16,85.362,4,0.672
I Can't Go for That (No Can Do),41dDygR3r7e926oGUXfrLt,Daryl Hall & John Oates,1,1981,,,69,4.05,88.9,307307,44.1,0.0788,0,3.8,-9.506,0,3.790000000000001,110.565,4,0.963
Bad Reputation,7pu8AhGUxHZSCWTkQ2eb5M,Joan Jett & the Blackhearts,1,1981,1.0,23.0,70,0.192,37.8,169187,97.4,1.39,6,5.88,-4.055,1,19.4,203.715,4,0.824
