track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,1,1985,2.0,25.0,90,34.7,64.5,251489,79.5,0.3889999999999999,7,10.4,-12.095,1,5.27,112.067,4,0.535
Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,a-ha,1,1985,6.0,1.0,90,1.7999999999999998,57.3,225280,90.2,0.125,6,9.28,-7.638,0,5.4,84.412,4,0.876
Running Up That Hill (A Deal With God),1PtQJZVZIdWIYdARpZRDFO,Kate Bush,1,1985,9.0,16.0,84,71.89999999999999,62.9,298933,54.50000000000001,0.308,10,6.04,-13.123,0,5.46,108.376,4,0.194
Don't You (Forget About Me),3fH4KjXFYMmljxrcGrbPj9,Simple Minds,1,1985,,,78,16.8,66.0,263040,81.6,1.81,2,6.08,-6.61,1,2.99,111.346,4,0.678
Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,Katrina & The Waves,1,1985,,,80,1.16,59.6,238733,86.9,17.299999999999997,10,6.78,-11.97,1,3.7,109.902,4,0.944
We Built This City,6OnfBiiSc9RGKiBKKtZXgQ,Starship,1,1985,9.0,10.0,78,5.2,66.10000000000001,296080,90.8,0.0,5,7.08,-4.897,1,3.9,144.091,4,0.656
Your Love,0WoFs3EdGOx58yX5BtXvOa,The Outfield,1,1985,6.0,29.0,79,12.1,57.8,216467,65.4,0.000362,1,6.73,-12.421,0,5.62,129.513,4,0.621
Just the Two of Us (feat. Bill Withers),1ko2lVN0vKGUl9zrU0qSlT,"Grover Washington, Jr. & Bill Withers",2,1985,,,77,41.0,74.9,438493,49.7,4.99,10,5.04,-12.609,0,10.5,95.818,4,0.585
Devuélveme a mi chica,1Wrzhfa5bNlqvsnCztz190,Hombres G,1,1985,,,80,0.31,60.3,194867,84.3,3.37,9,44.5,-7.597,0,5.57,172.676,4,0.503
Highwayman,7jWbXvrgdbkajU8L28ahn5,The Highwaymen & Willie Nelson & Johnny Cash & Waylon Jennings & Kris Kristofferson,5,1985,5.0,1.0,71,48.0,67.0,182653,35.099999999999994,1.76,2,11.5,-16.842,1,4.63,101.384,4,0.45
Eye of the Tiger,2KH16WveTQWT6KOG9Rg6e2,Survivor,1,1985,,,78,13.2,81.69999999999999,245640,59.9,0.0311,0,8.73,-9.249,0,3.28,108.873,4,0.548
"Head Over Heels - Dave Bascombe 7"" N.Mix",5lwQGZYF4BXOzFtXc5zk8q,Tears For Fears & Dave Bascombe,2,1985,2.0,25.0,73,33.800000000000004,62.3,257316,73.9,0.00188,7,10.9,-8.116,1,2.44,95.007,4,0.642
Raspberry Beret,2I1W3hcSsPIsEJfD69pHrW,Prince,1,1985,4.0,22.0,66,21.0,76.1,215173,67.0,0.0426,2,6.84,-12.759,1,4.38,120.75,4,0.91
Money for Nothing,4yqtwO7MQIIXqoiRBPHAgR,Dire Straits,1,1985,5.0,13.0,65,4.91,66.7,506400,65.5,0.0894,2,6.41,-9.339,0,3.67,134.212,4,0.657
