track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Heartless,4EWCNWgDS8707fNSZ1oaA5,Kanye West,1,2008,11.0,24.0,89,5.15,79.0,211000,64.7,0.0,10,24.8,-5.983,0,13.6,87.999,4,0.654
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,Coldplay,1,2008,5.0,26.0,89,9.54,48.6,242373,61.7,0.000323,5,10.9,-7.115,0,2.87,138.015,4,0.417
"You're Gonna Go Far, Kid",6TfBA04WJ3X1d1wXhaCFVT,The Offspring,1,2008,6.0,17.0,84,0.428,55.00000000000001,177827,91.7,0.0,0,19.7,-3.159,1,6.38,126.115,4,0.601
Chicken Fried,0LQtEJt7x0s6knb6RKdRYc,Zac Brown Band,1,2008,11.0,17.0,80,64.5,56.6,238147,71.3,0.0,6,11.4,-4.25,1,4.18,169.861,4,0.805
Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,Flo Rida & T-Pain,2,2008,3.0,17.0,84,9.28,91.8,231400,60.9,0.0,10,13.900000000000002,-5.64,0,7.91,128.008,4,0.304
Poker Face,5R8dQOPq8haW94K7mgERlO,Lady Gaga,1,2008,1.0,1.0,79,11.8,85.1,237200,80.60000000000001,0.000164,4,12.1,-4.62,1,7.870000000000001,118.999,4,0.787
Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,Kings of Leon,1,2008,9.0,23.0,84,0.172,54.2,203347,90.5,1.04,9,13.6,-5.653,1,5.4,153.398,4,0.374
Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,Soulja Boy & Sammie,2,2008,1.0,1.0,80,1.85,75.8,193387,71.2,0.0,7,6.77,-3.781,1,11.2,149.998,4,0.795
Sextape,1EryAkZ0VHstC6haIxVBiE,Deftones,1,2008,,,79,0.0824,36.7,241533,63.4,7.59,5,11.6,-6.475,1,2.7,89.981,4,0.0964
Just Dance,2x7MyWybabEz6Y6wvHuwGE,Lady Gaga & Colby O'Donis,2,2008,1.0,1.0,77,2.64,82.19999999999999,241933,73.9,0.00426,1,18.1,-4.541,0,3.11,118.992,4,0.745
Disturbia,2VOomzT6VavJOGBeySqaMc,Rihanna,1,2008,6.0,2.0,81,8.63,70.7,238627,81.3,0.0,11,16.8,-4.515,0,5.71,124.921,4,0.722
Mary Jane's Last Dance,3dmqIB2Qxe2XZobw9gXxJ6,Tom Petty and the Heartbreakers,1,2008,5.0,20.0,76,2.72,46.400000000000006,273600,65.5,0.000134,7,32.800000000000004,-9.058,0,6.08,169.515,4,0.531
O Christmas Tree,2VsCE6ui7N4IRzGIGT7Di8,Tony Bennett,1,2008,10.0,14.0,76,94.9,57.1,207253,9.82,0.0001709999999999,6,10.9,-14.34,1,4.25,74.271,4,0.0857
Savior,1vcxF91pWs9uNwDROuiCPB,Rise Against,1,2008,1.0,1.0,79,0.154,55.400000000000006,242280,93.2,0.0142,5,42.5,-3.424,0,4.8500000000000005,112.49,4,0.478
Whatever You Like,1IAzD1muglOxOcPbUHs70R,T.I.,1,2008,9.0,7.0,76,1.61,68.0,249533,68.7,0.0,9,26.1,-6.162,0,7.090000000000001,150.053,4,0.467
